main_address,rental_type
961 16TH ST 2,Standard Rental
961 16TH ST 3,Standard Rental
961 16TH ST 4,Standard Rental
961 16TH ST 5,Standard Rental
961 16TH ST 7,Standard Rental
961 16TH ST 8,Standard Rental
1090 9TH ST,Standard Rental
1005 14TH ST,Standard Rental
1027 14TH ST,Standard Rental
1019 14TH ST,Standard Rental
747 12TH ST,Standard Rental
923 BROADWAY,Standard Rental
919 BROADWAY,Standard Rental
864 20TH ST,Standard Rental
777 BROADWAY,Standard Rental
2207 BASELINE RD,Standard Rental
911 17TH ST,Standard Rental
955 17TH ST,Standard Rental
949 BROADWAY,Standard Rental
907 18TH ST,Standard Rental
943 BROADWAY,Standard Rental
908 18TH ST,Standard Rental
902 18TH ST,Standard Rental
802 16TH ST,Standard Rental
805 17TH ST,Standard Rental
811 17TH ST,Standard Rental
831 17TH ST,Standard Rental
835 17TH ST,Standard Rental
843 17TH ST,Standard Rental
861 17TH ST,Standard Rental
896 17TH ST,Standard Rental
888 17TH ST,Standard Rental
878 17TH ST,Standard Rental
868 17TH ST,Standard Rental
860 17TH ST,Standard Rental
848 17TH ST,Standard Rental
840 17TH ST,Standard Rental
802 17TH ST,Standard Rental
801 18TH ST,Standard Rental
811 18TH ST,Standard Rental
835 18TH ST,Standard Rental
845 18TH ST,Standard Rental
851 18TH ST,Standard Rental
857 18TH ST,Standard Rental
867 18TH ST,Standard Rental
883 18TH ST,Standard Rental
891 18TH ST,Standard Rental
833 18TH ST,Standard Rental
896 18TH ST,Standard Rental
880 18TH ST,Standard Rental
864 18TH ST,Standard Rental
854 18TH ST,Standard Rental
848 18TH ST,Standard Rental
820 18TH ST,Standard Rental
814 18TH ST,Standard Rental
812 18TH ST,Standard Rental
802 18TH ST,Standard Rental
1889 CASCADE AVE,Standard Rental
807 19TH ST,Standard Rental
817 19TH ST,Standard Rental
831 19TH ST,Standard Rental
845 19TH ST,Standard Rental
879 19TH ST,Standard Rental
885 19TH ST,Standard Rental
858 18TH ST,Standard Rental
857 19TH ST,Standard Rental
880 19TH ST,Standard Rental
911 BROADWAY,Standard Rental
870 19TH ST,Standard Rental
860 19TH ST,Standard Rental
850 19TH ST,Standard Rental
844 19TH ST,Standard Rental
838 19TH ST,Standard Rental
834 19TH ST,Standard Rental
820 19TH ST,Standard Rental
810 19TH ST,Standard Rental
802 19TH ST,Standard Rental
1949 CASCADE AVE,Standard Rental
811 20TH ST,Standard Rental
837 20TH ST,Owner Fee Exempt
841 20TH ST,Standard Rental
845 20TH ST,Standard Rental
851 20TH ST,Standard Rental
859 20TH ST,Standard Rental
867 20TH ST,Standard Rental
875 20TH ST,Standard Rental
788 19TH ST,Standard Rental
782 19TH ST,Standard Rental
774 19TH ST,Standard Rental
756 19TH ST,Standard Rental
746 19TH ST,Standard Rental
740 19TH ST,Standard Rental
730 19TH ST,Standard Rental
726 19TH ST,Standard Rental
710 19TH ST,Standard Rental
1901 BASELINE RD,Standard Rental
1995 BASELINE RD,Standard Rental
711 20TH ST,Standard Rental
735 20TH ST,Owner Fee Exempt
745 20TH ST,Owner Fee Exempt
757 20TH ST,Owner Fee Exempt
765 20TH ST,Standard Rental
785 20TH ST,Standard Rental
788 18TH ST,Standard Rental
780 18TH ST,Standard Rental
736 18TH ST,Standard Rental
714 18TH ST,Standard Rental
1801 BASELINE RD,Standard Rental
1801 BASELINE RD,Standard Rental
715 19TH ST,Standard Rental
729 19TH ST,Standard Rental
735 19TH ST,Standard Rental
743 19TH ST,Standard Rental
753 19TH ST,Standard Rental
757 19TH ST,Standard Rental
773 19TH ST,Standard Rental
785 19TH ST,Standard Rental
1890 CASCADE AV,Standard Rental
720 18TH ST,Standard Rental
770 18TH ST,Standard Rental
760 18TH ST,Standard Rental
774 17TH ST,Standard Rental
770 17TH ST,Standard Rental
768 17TH ST,Standard Rental
758 17TH ST,Owner Occupied (1 Unit)
750 17TH ST,Standard Rental
740 17TH ST,Standard Rental
732 17TH ST,Standard Rental
720 17TH ST,Standard Rental
1715 BASELINE RD,Standard Rental
1737 BASELINE RD,Standard Rental
709 18TH ST,Standard Rental
741 18TH ST,Standard Rental
787 18TH ST,Standard Rental
721 18TH ST,Standard Rental
850 20TH ST 402,Standard Rental
712 17TH ST,Standard Rental
775 18TH ST,Standard Rental
755 18TH ST,Standard Rental
765 18TH ST,Standard Rental
780 16TH ST,Standard Rental
716 16TH ST,Standard Rental
704 16TH ST,Short Term Rental
717 17TH ST,Standard Rental
727 17TH ST,Standard Rental
735 17TH ST,Standard Rental
741 17TH ST,Standard Rental
751 17TH ST,Standard Rental
781 17TH ST,Standard Rental
2141 BASELINE RD 1,Standard Rental
2141 BASELINE RD 2,Standard Rental
2141 BASELINE RD 3,Standard Rental
2141 BASELINE RD 6,Standard Rental
2141 BASELINE RD 7,Standard Rental
2141 BASELINE RD 8,Standard Rental
2141 BASELINE RD 9,Standard Rental
2141 BASELINE RD 11,Standard Rental
2141 BASELINE RD 12,Standard Rental
2141 BASELINE RD 14,Standard Rental
2141 BASELINE RD 15,Standard Rental
2141 BASELINE RD 16,Standard Rental
2141 BASELINE RD 17,Standard Rental
2141 BASELINE RD 18,Standard Rental
2141 BASELINE RD 19,Standard Rental
2141 BASELINE RD 20,Standard Rental
2141 BASELINE RD 21,Standard Rental
2141 BASELINE RD 22,Standard Rental
2141 BASELINE RD 23,Standard Rental
2141 BASELINE RD 24,Standard Rental
2141 BASELINE RD 25,Standard Rental
850 20TH ST 102,Standard Rental
850 20TH ST 104,Standard Rental
850 20TH ST 105,Standard Rental
850 20TH ST 106,Standard Rental
850 20TH ST 201,Standard Rental
850 20TH ST 203,Standard Rental
850 20TH ST 206,Standard Rental
850 20TH ST 301,Standard Rental
850 20TH ST 304,Standard Rental
850 20TH ST 305,Standard Rental
850 20TH ST 306,Standard Rental
850 20TH ST 401,Standard Rental
850 20TH ST 403,Standard Rental
850 20TH ST 404,Standard Rental
850 20TH ST 405,Standard Rental
850 20TH ST 406,Standard Rental
850 20TH ST 501,Standard Rental
850 20TH ST 504,Standard Rental
850 20TH ST 505,Standard Rental
850 20TH ST 506,Standard Rental
850 20TH ST 601,Standard Rental
850 20TH ST 602,Standard Rental
850 20TH ST 604,Standard Rental
850 20TH ST 606,Standard Rental
850 20TH ST 701,Standard Rental
850 20TH ST 702,Standard Rental
850 20TH ST 703,Standard Rental
850 20TH ST 704,Standard Rental
850 20TH ST 705,Standard Rental
850 20TH ST 706,Standard Rental
830 20TH ST 103,Standard Rental
830 20TH ST 103,Standard Rental
830 20TH ST 104,Standard Rental
830 20TH ST 105,Standard Rental
830 20TH ST 106,Standard Rental
830 20TH ST 107,Standard Rental
830 20TH ST 108,Standard Rental
830 20TH ST 109,Standard Rental
830 20TH ST 110,Standard Rental
830 20TH ST 112,Standard Rental
830 20TH ST 202,Standard Rental
830 20TH ST 203,Standard Rental
830 20TH ST 205,Standard Rental
830 20TH ST 206,Standard Rental
830 20TH ST 207,Standard Rental
830 20TH ST 209,Standard Rental
830 20TH ST 210,Standard Rental
830 20TH ST 211,Standard Rental
830 20TH ST 212,Standard Rental
830 20TH ST 301,Standard Rental
830 20TH ST 302,Standard Rental
830 20TH ST 303,Standard Rental
830 20TH ST 304,Standard Rental
830 20TH ST 305,Standard Rental
830 20TH ST 306,Standard Rental
830 20TH ST 307,Standard Rental
830 20TH ST 308,Standard Rental
830 20TH ST 309,Standard Rental
830 20TH ST 310,Standard Rental
2891 SPRINGDALE LN,Standard Rental
830 20TH ST 311,Standard Rental
830 20TH ST 312,Standard Rental
875 18TH ST,Standard Rental
830 17TH ST,Standard Rental
827 18TH ST,Standard Rental
823 18TH ST,Standard Rental
731 18TH ST,Standard Rental
890 18TH ST,Standard Rental
888 18TH ST,Standard Rental
903 18TH ST 101,Standard Rental
903 18TH ST 102,Standard Rental
903 18TH ST 103,Standard Rental
903 18TH ST 104,Standard Rental
903 18TH ST 201,Standard Rental
903 18TH ST 202,Standard Rental
903 18TH ST 203,Standard Rental
903 18TH ST 204,Standard Rental
903 18TH ST 301,Standard Rental
903 18TH ST 302,Standard Rental
903 18TH ST 303,Standard Rental
903 18TH ST 304,Standard Rental
808 18TH ST,Standard Rental
810 18TH ST,Standard Rental
1837 BASELINE RD,Standard Rental
1835 BASELINE RD,Standard Rental
935 BROADWAY  101,Standard Rental
935 BROADWAY  102,Standard Rental
935 BROADWAY 103,Standard Rental
935 BROADWAY  104,Standard Rental
935 BROADWAY  105,Standard Rental
935 BROADWAY  108,Standard Rental
935 BROADWAY 201,Standard Rental
935 BROADWAY  203,Standard Rental
935 BROADWAY  204,Standard Rental
935 BROADWAY  205,Standard Rental
935 BROADWAY  207,Standard Rental
935 BROADWAY  208,Standard Rental
935 BROADWAY  209,Standard Rental
935 BROADWAY  210,Standard Rental
935 BROADWAY  211,Standard Rental
935 BROADWAY 212,Standard Rental
935 BROADWAY  213,Standard Rental
935 BROADWAY  214,Standard Rental
935 BROADWAY  215,Standard Rental
851 17TH ST,Standard Rental
849 17TH ST,Standard Rental
722 18TH ST,Standard Rental
724 18TH ST,Standard Rental
816 17TH ST,Standard Rental
814 17TH ST,Standard Rental
812 20TH ST 2,Standard Rental
812 20TH ST 4,Standard Rental
812 20TH ST 5,Standard Rental
812 20TH ST 6,Standard Rental
812 20TH ST 8,Standard Rental
812 20TH ST 9,Standard Rental
810 20TH ST 101,Standard Rental
810 20TH ST 102,Standard Rental
810 20TH ST 103,Standard Rental
810 20TH ST 104,Standard Rental
810 20TH ST 201,Standard Rental
810 20TH ST 202,Standard Rental
810 20TH ST 203,Standard Rental
810 20TH ST 204,Standard Rental
810 20TH ST 301,Standard Rental
810 20TH ST 302,Standard Rental
810 20TH ST 303,Standard Rental
810 20TH ST 304,Standard Rental
810 20TH ST 401,Standard Rental
810 20TH ST 402,Standard Rental
810 20TH ST 403,Standard Rental
810 20TH ST 404,Standard Rental
711 17TH ST,Standard Rental
873 19TH ST,Standard Rental
861 19TH ST,Standard Rental
2939 MARINE ST,Standard Rental
3271 30TH ST,Owner Fee Exempt
3273 30TH ST,Owner Fee Exempt
3269 30TH ST,Owner Fee Exempt
2803 OLSON DR,Standard Rental
2804 MARINE ST,Standard Rental
2810 MARINE ST,Standard Rental
2805 OLSON DR,Standard Rental
2900 MARINE ST,Standard Rental
2826 CORDRY CT,Standard Rental
2824 CORDRY CT,Standard Rental
2812 CORDRY CT,Short Term Rental
2810 CORDRY CT 1/2,Standard Rental
2810 CORDRY CT,Accessory Dwelling Unit
2808 CORDRY CT,Short Term Rental
2808 CORDRY CT,Short Term Rental
2802 CORDRY CT,Standard Rental
2805 CORDRY CT,Short Term Rental
2815 CORDRY CT,Standard Rental
2817 CORDRY CT,Standard Rental
2810 OLSON DR,Standard Rental
1444 FOLSOM ST,Standard Rental
1221 26TH ST,Standard Rental
1275 26TH ST,Standard Rental
1270 26TH ST,Standard Rental
1220 26TH ST,Short Term Rental
2695 COLORADO AV,Standard Rental
2705 COLORADO AV,Standard Rental
1301 30TH ST,Standard Rental
2995 COLORADO AV,Standard Rental
2491 COLORADO AV,Standard Rental
2489 COLORADO AVE,Standard Rental
2795 UNIVERSITY HEIGHTS AV,Standard Rental
2655 UNIVERSITY HEIGHTS AV,Standard Rental
2455 UNIVERSITY HEIGHTS AVE,Standard Rental
2815 PENNSYLVANIA AV,Standard Rental
2825 PENNSYLVANIA AV,Standard Rental
2835 PENNSYLVANIA AV,Standard Rental
2845 PENNSYLVANIA AV,Standard Rental
1265 HOLLY PL,Standard Rental
1260 HOLLY PL,Standard Rental
1240 HOLLY PL,Standard Rental
1200 HOLLY PL,Standard Rental
1201 EASTRIDGE AV,Standard Rental
1205 EAST RIDGE AVE,Standard Rental
1215 EASTRIDGE AV,Standard Rental
1235 EASTRIDGE AV,Standard Rental
1245 EASTRIDGE AV,Standard Rental
1255 EASTRIDGE AV,Standard Rental
1275 EASTRIDGE AV,Standard Rental
1285 EAST RIDGE AV,Standard Rental
1295 EASTRIDGE AV,Standard Rental
1200 EAST RIDGE AV,Standard Rental
1220 EASTRIDGE AV,Standard Rental
1240 EAST RIDGE AVE,Standard Rental
1260 EASTRIDGE AV,Standard Rental
2840 PENNSYLVANIA AV,Standard Rental
2860 PENNSYLVANIA AV,Standard Rental
2880 PENNSYLVANIA AV,Standard Rental
2890 PENNSYLVANIA AV,Standard Rental
2910 PENNSYLVANIA AV,Standard Rental
2920 PENNSYLVANIA AV,Standard Rental
2940 PENNSYLVANIA AV,Standard Rental
2960 PENNSYLVANIA AV,Standard Rental
2980 PENNSYLVANIA AV,Standard Rental
2990 PENNSYLVANIA AV,Standard Rental
3040 PENNSYLVANIA AV,Attached Accessory Dwelling Unit
3060 PENNSYLVANIA AV,Standard Rental
2935 E COLLEGE AV,Standard Rental
2955 E COLLEGE AV,Standard Rental
2905 E COLLEGE AV,Standard Rental
2915 E COLLEGE AV,Standard Rental
2895 E COLLEGE AV 1,Standard Rental
2895 E COLLEGE AV 2,Standard Rental
2895 E COLLEGE AV 3,Standard Rental
2895 E COLLEGE AV 4,Standard Rental
2895 E COLLEGE AV 5,Standard Rental
2895 E COLLEGE AV 6,Standard Rental
2895 E COLLEGE AV 7,Standard Rental
2895 E COLLEGE AV 8,Standard Rental
2895 E COLLEGE AV 9,Standard Rental
2895 E COLLEGE AV 10,Standard Rental
2895 E COLLEGE AV 11,Standard Rental
2895 E COLLEGE AV 12,Standard Rental
2895 E COLLEGE AV 13,Standard Rental
2895 E COLLEGE AV 14,Standard Rental
2895 E COLLEGE AV 15,Standard Rental
2895 E COLLEGE AV 16,Standard Rental
2895 E COLLEGE AV 17,Standard Rental
2895 E COLLEGE AV 18,Standard Rental
2895 E COLLEGE AV 19,Standard Rental
2895 E COLLEGE AV 20,Standard Rental
2895 E COLLEGE AV 21,Standard Rental
2895 E COLLEGE AV 22,Standard Rental
2895 E COLLEGE AV 23,Standard Rental
2895 E COLLEGE AV 24,Standard Rental
2895 E COLLEGE AV 25,Standard Rental
2895 COLLEGE AV 26,Standard Rental
2895 E COLLEGE AV 27,Standard Rental
2895 E COLLEGE AV 28,Standard Rental
2895 E COLLEGE AV 29,Standard Rental
2895 E COLLEGE AV 30,Standard Rental
2895 E COLLEGE AV 31,Standard Rental
2895 E COLLEGE AV 32,Standard Rental
2895 E COLLEGE AV 33,Standard Rental
2895 E COLLEGE AV 34,Standard Rental
2895 E COLLEGE AV 35,Standard Rental
2895 E COLLEGE AV 36,Standard Rental
2855 MARINE ST 1,Standard Rental
2855 MARINE ST 3,Standard Rental
2855 MARINE ST 6,Short Term Rental
2855 MARINE ST 7,Standard Rental
2855 MARINE ST 8,Standard Rental
2855 MARINE ST 9,Standard Rental
2990 SHADOW CREEK DR 105,Standard Rental
2990 SHADOW CREEK DR 106,Standard Rental
2990 SHADOW CREEK DR 107,Standard Rental
2990 SHADOW CREEK DR 108,Standard Rental
2990 SHADOW CREEK DR 109,Standard Rental
2992 SHADOW CREEK DR 111,Standard Rental
2992 SHADOW CREEK DR 112,Standard Rental
2992 SHADOW CREEK DR 202,Standard Rental
2992 SHADOW CREEK DR 203,Standard Rental
2990 SHADOW CREEK DR 204,Standard Rental
2990 SHADOW CREEK DR 205,Standard Rental
2990 SHADOW CREEK DR 207,Standard Rental
2990 SHADOW CREEK DR  209,Standard Rental
2992 SHADOW CREEK DR  211,Standard Rental
2992 SHADOW CREEK DR 212,Standard Rental
2992 SHADOW CREEK DR 301,Standard Rental
2992 SHADOW CREEK DR 302,Standard Rental
2992 SHADOW CREEK DR 303,Standard Rental
2990 SHADOW CREEK DR 304,Standard Rental
2990 SHADOW CREEK DR 305,Standard Rental
2990 SHADOW CREEK DR 307,Standard Rental
2990 SHADOW CREEK DR 308,Standard Rental
2990 SHADOW CREEK DR 309,Standard Rental
2992 SHADOW CREEK DR 310,Standard Rental
2992 SHADOW CREEK DR 312,Standard Rental
2932 SHADOW CREEK DR 101,Standard Rental
2930 SHADOW CREEK DR 103,Standard Rental
2930 SHADOW CREEK DR 105,Standard Rental
2932 SHADOW CREEK DR 108,Standard Rental
2932 SHADOW CREEK DR 201,Standard Rental
2932 SHADOW CREEK DR 202,Standard Rental
2930 SHADOW CREEK DR 203,Standard Rental
2930 SHADOW CREEK DR 205,Standard Rental
2930 SHADOW CREEK DR 206,Standard Rental
2932 SHADOW CREEK DR 302,Standard Rental
2930 SHADOW CREEK DR 303,Standard Rental
2930 SHADOW CREEK DR 306,Standard Rental
2932 SHADOW CREEK DR 307,Standard Rental
2932 SHADOW CREEK DR 308,Standard Rental
2902 SHADOW CREEK DR 104,Standard Rental
2902 SHADOW CREEK DR 105,Standard Rental
2902 SHADOW CREEK DR 106,Standard Rental
2900 SHADOW CREEK DR 107,Standard Rental
2902 SHADOW CREEK DR 203,Standard Rental
2902 SHADOW CREEK DR 205,Standard Rental
2902 SHADOW CREEK DR 206,Standard Rental
2900 SHADOW CREEK DR 207,Standard Rental
2900 SHADOW CREEK DR 208,Standard Rental
2900 SHADOW CREEK DR 301,Standard Rental
2900 SHADOW CREEK DR 302,Standard Rental
2902 SHADOW CREEK DR 304,Standard Rental
2902 SHADOW CREEK DR 305,Standard Rental
2900 SHADOW CREEK DR 307,Standard Rental
2892 SHADOW CREEK DR 101,Standard Rental
2892 SHADOW CREEK DR 103,Standard Rental
2890 SHADOW CREEK DR 105,Standard Rental
2890 SHADOW CREEK DR 107,Standard Rental
2890 SHADOW CREEK DR 108,Standard Rental
2892 SHADOW CREEK DR  110,Standard Rental
2892 SHADOW CREEK DR 111,Standard Rental
2892 SHADOW CREEK DR 112,Standard Rental
2892 SHADOW CREEK DR 203,Standard Rental
2890 SHADOW CREEK DR 204,Standard Rental
2890 SHADOW CREEK DR  205,Standard Rental
2890 SHADOW CREEK DR 206,Standard Rental
2890 SHADOW CREEK DR 209,Standard Rental
2892 SHADOW CREEK DR 211,Standard Rental
2892 SHADOW CREEK DR 301,Standard Rental
2892 SHADOW CREEK DR 302,Standard Rental
2890 SHADOW CREEK DR 303,Standard Rental
2890 SHADOW CREEK DR 304,Standard Rental
2890 SHADOW CREEK DR 306,Standard Rental
2890 SHADOW CREEK DR 309,Standard Rental
2892 SHADOW CREEK DR 310,Standard Rental
2905 SHADOW CREEK DR 101,Standard Rental
2905 SHADOW CREEK DR 102,Standard Rental
2905 SHADOW CREEK DR 201,Standard Rental
2905 SHADOW CREEK DR 202,Standard Rental
2907 SHADOW CREEK DR 203,Standard Rental
2907 SHADOW CREEK DR 204,Standard Rental
2905 SHADOW CREEK DR 301,Standard Rental
2907 SHADOW CREEK DR 303,Standard Rental
2879 SHADOW CREEK DR 205,Standard Rental
2875 SHADOW CREEK DR 101,Standard Rental
2875 SHADOW CREEK DR 102,Standard Rental
2877 SHADOW CREEK DR 103,Standard Rental
2875 SHADOW CREEK DR 201,Standard Rental
2875 SHADOW CREEK DR 202,Standard Rental
2879 SHADOW CREEK DR 206,Standard Rental
2877 SHADOW CREEK DR 303,Standard Rental
2877 SHADOW CREEK DR  304,Standard Rental
2879 SHADOW CREEK DR 306,Standard Rental
2865 SUNDOWN LN  101,Standard Rental
2867 SUNDOWN LN  103,Standard Rental
2867 SUNDOWN LN 104,Standard Rental
2867 SUNDOWN LN 105,Standard Rental
2867 SUNDOWN LN 106,Standard Rental
2865 SUNDOWN LN 107,Standard Rental
2865 SUNDOWN LN 108,Standard Rental
2865 SUNDOWN LN 201,Standard Rental
2867 SUNDOWN LN 203,Standard Rental
2867 SUNDOWN LN 204,Standard Rental
2867 SUNDOWN LN 205,Standard Rental
2867 SUNDOWN LN 206,Standard Rental
2865 SUNDOWN LN 207,Standard Rental
2865 SUNDOWN LN 208,Standard Rental
2865 SUNDOWN LN 301,Standard Rental
2865 SUNDOWN LN 302,Standard Rental
2887 SPRINGDALE LN,Standard Rental
2867 SUNDOWN LN 303,Standard Rental
2867 SUNDOWN LN 304,Standard Rental
2802 SUNDOWN LN  101,Standard Rental
2802 SUNDOWN LN 102,Standard Rental
2802 SUNDOWN LN 103,Standard Rental
2800 SUNDOWN LN  104,Standard Rental
2800 SUNDOWN LN 107,Standard Rental
2800 SUNDOWN LN 109,Standard Rental
2802 SUNDOWN LN 111,Standard Rental
2802 SUNDOWN LN 201,Standard Rental
2802 SUNDOWN LN  203,Standard Rental
2800 SUNDOWN LN  204,Standard Rental
2800 SUNDOWN LN 205,Standard Rental
2800 SUNDOWN LN 207,Standard Rental
2802 SUNDOWN LN 211,Standard Rental
2802 SUNDOWN LN 212,Standard Rental
2802 SUNDOWN LN 303,Standard Rental
2800 SUNDOWN LN 308,Standard Rental
2800 SUNDOWN LN  309,Standard Rental
2802 SUNDOWN LN 310,Standard Rental
2802 SUNDOWN LN 311,Standard Rental
2802 SUNDOWN LN 312,Standard Rental
2885 SPRINGDALE LN,Standard Rental
2893 SPRINGDALE LN,Standard Rental
2895 SPRINGDALE LN,Standard Rental
2897 SPRINGDALE LN,Standard Rental
2855 SHADOW CREEK DR  101,Standard Rental
2855 SHADOW CREEK DR 102,Standard Rental
2857 SHADOW CREEK DR 103,Standard Rental
2857 SHADOW CREEK DR 104,Standard Rental
2859 SHADOW CREEK DR 105,Standard Rental
2859 SHADOW CREEK DR 106,Standard Rental
2855 SHADOW CREEK DR 201,Standard Rental
2855 SHADOW CREEK DR 202,Standard Rental
2857 SHADOW CREEK DR 203,Standard Rental
2859 SHADOW CREEK DR 205,Standard Rental
2859 SHADOW CREEK DR 206,Standard Rental
2855 SHADOW CREEK DR 301,Standard Rental
2857 SHADOW CREEK DR 303,Standard Rental
2857 SHADOW CREEK DR 304,Standard Rental
2859 SHADOW CREEK DR 305,Standard Rental
2859 SHADOW CREEK DR 306,Standard Rental
2877 SPRINGDALE LN,Standard Rental
2879 SPRINGDALE LN,Standard Rental
2960 SHADOW CREEK DR 101,Standard Rental
2960 SHADOW CREEK DR 102,Standard Rental
2960 SHADOW CREEK DR 103,Standard Rental
2962 SHADOW CREEK DR 106,Standard Rental
2962 SHADOW CREEK DR 108,Standard Rental
2960 SHADOW CREEK DR 110,Standard Rental
2960 SHADOW CREEK DR 111,Standard Rental
2960 SHADOW CREEK DR 112,Standard Rental
2960 SHADOW CREEK DR 201,Standard Rental
2960 SHADOW CREEK DR 202,Standard Rental
2960 SHADOW CREEK DR 203,Standard Rental
2962 SHADOW CREEK DR 205,Standard Rental
2962 SHADOW CREEK DR 206,Standard Rental
2962 SHADOW CREEK DR 207,Standard Rental
2962 SHADOW CREEK DR 208,Standard Rental
2960 SHADOW CREEK DR 210,Standard Rental
2960 SHADOW CREEK DR 211,Standard Rental
2960 SHADOW CREEK DR 301,Standard Rental
2960 SHADOW CREEK DR 302,Standard Rental
2962 SHADOW CREEK DR 306,Standard Rental
2960 SHADOW CREEK DR 310,Standard Rental
2960 SHADOW CREEK DR 311,Standard Rental
2960 SHADOW CREEK DR 312,Standard Rental
2805 SUNDOWN LN 101,Standard Rental
2805 SUNDOWN LN  103,Standard Rental
2807 SUNDOWN LN  104,Standard Rental
2807 SUNDOWN LN  108,Standard Rental
2807 SUNDOWN LN 109,Standard Rental
2805 SUNDOWN LN  111,Standard Rental
2805 SUNDOWN LN 202,Standard Rental
2805 SUNDOWN LN 203,Standard Rental
2805 SUNDOWN LN 205,Standard Rental
